Gene name,Conserved among nematodes,Conserved only in Caenorhabditis,Unique to C. elegans,"SET-25-dependent endo-siRNAs targets (Lev et al., 2017)","SET-32-dependent endo-siRNAs targets (Kalinava et al., 2018)"
WBGene00018486,1,NaN,NaN,NaN,NaN
WBGene00018487,1,NaN,NaN,NaN,NaN
WBGene00018488,1,NaN,NaN,NaN,NaN
WBGene00018492,NaN,1,NaN,NaN,NaN
WBGene00018493,NaN,NaN,1,NaN,NaN
WBGene00018499,NaN,1,NaN,NaN,NaN
WBGene00018501,1,NaN,NaN,NaN,NaN
WBGene00018502,1,NaN,NaN,NaN,NaN
WBGene00018504,NaN,1,NaN,NaN,NaN
WBGene00018505,1,NaN,NaN,NaN,NaN
WBGene00018506,NaN,1,NaN,NaN,NaN
WBGene00018514,1,NaN,NaN,NaN,NaN
WBGene00018515,1,NaN,NaN,NaN,NaN
WBGene00018517,NaN,1,NaN,NaN,NaN
WBGene00018523,1,NaN,NaN,NaN,NaN
WBGene00018525,1,NaN,NaN,NaN,NaN
WBGene00018526,NaN,NaN,NaN,NaN,NaN
WBGene00018527,1,NaN,NaN,NaN,NaN
WBGene00018529,1,NaN,NaN,NaN,NaN
WBGene00018530,1,NaN,NaN,NaN,NaN
WBGene00018534,NaN,NaN,1,NaN,NaN
WBGene00018535,NaN,NaN,1,NaN,NaN
WBGene00018538,1,NaN,NaN,NaN,NaN
WBGene00018540,1,NaN,NaN,NaN,NaN
WBGene00018542,NaN,1,NaN,NaN,NaN
WBGene00018543,1,NaN,NaN,NaN,NaN
WBGene00018544,1,NaN,NaN,NaN,NaN
WBGene00018545,1,NaN,NaN,NaN,NaN
WBGene00018547,1,NaN,NaN,NaN,NaN
WBGene00018549,NaN,1,NaN,NaN,NaN
WBGene00018550,NaN,1,NaN,NaN,NaN
WBGene00018551,NaN,1,NaN,NaN,NaN
WBGene00018554,1,NaN,NaN,NaN,NaN
WBGene00018555,1,NaN,NaN,NaN,NaN
WBGene00018556,1,NaN,NaN,NaN,NaN
WBGene00018557,1,NaN,NaN,NaN,NaN
WBGene00018558,1,NaN,NaN,NaN,NaN
WBGene00018559,1,NaN,NaN,NaN,NaN
WBGene00018560,NaN,1,NaN,NaN,NaN
WBGene00018567,1,NaN,NaN,NaN,NaN
WBGene00018568,1,NaN,NaN,NaN,NaN
WBGene00018569,1,NaN,NaN,NaN,NaN
WBGene00018570,NaN,NaN,1,NaN,NaN
WBGene00018571,1,NaN,NaN,NaN,NaN
WBGene00018573,1,NaN,NaN,NaN,NaN
WBGene00018574,NaN,NaN,1,NaN,NaN
WBGene00018576,1,NaN,NaN,NaN,NaN
WBGene00018581,NaN,1,NaN,NaN,NaN
WBGene00018587,NaN,1,NaN,NaN,NaN
WBGene00018589,NaN,1,NaN,NaN,NaN
WBGene00018590,NaN,1,NaN,NaN,NaN
WBGene00018591,1,NaN,NaN,NaN,NaN
WBGene00018596,NaN,NaN,1,NaN,NaN
WBGene00018600,NaN,1,NaN,NaN,NaN
WBGene00018601,NaN,1,NaN,NaN,NaN
WBGene00018603,1,NaN,NaN,NaN,NaN
WBGene00018605,1,NaN,NaN,NaN,NaN
WBGene00018607,1,NaN,NaN,NaN,NaN
WBGene00018616,1,NaN,NaN,NaN,NaN
WBGene00018617,1,NaN,NaN,NaN,NaN
WBGene00018618,1,NaN,NaN,NaN,NaN
WBGene00018619,1,NaN,NaN,NaN,NaN
WBGene00018620,NaN,1,NaN,NaN,NaN
WBGene00018621,NaN,1,NaN,NaN,NaN
WBGene00018623,1,NaN,NaN,NaN,NaN
WBGene00018624,NaN,1,NaN,NaN,NaN
WBGene00018626,NaN,1,NaN,NaN,NaN
WBGene00018630,1,NaN,NaN,NaN,NaN
WBGene00018631,NaN,NaN,1,NaN,NaN
WBGene00018639,1,NaN,NaN,NaN,NaN
WBGene00018640,1,NaN,NaN,NaN,NaN
WBGene00018641,1,NaN,NaN,NaN,NaN
WBGene00018643,NaN,1,NaN,NaN,NaN
WBGene00018645,1,NaN,NaN,NaN,NaN
WBGene00018646,NaN,1,NaN,NaN,NaN
WBGene00018649,NaN,1,NaN,NaN,NaN
WBGene00018650,NaN,1,NaN,NaN,NaN
WBGene00018651,NaN,1,NaN,NaN,NaN
WBGene00018653,NaN,1,NaN,NaN,NaN
WBGene00018654,1,NaN,NaN,NaN,NaN
WBGene00018655,1,NaN,NaN,NaN,NaN
WBGene00018662,NaN,1,NaN,NaN,NaN
WBGene00018675,1,NaN,NaN,NaN,NaN
WBGene00018683,NaN,1,NaN,NaN,NaN
WBGene00018684,NaN,1,NaN,NaN,NaN
WBGene00018691,NaN,1,NaN,NaN,NaN
WBGene00018692,NaN,1,NaN,NaN,NaN
WBGene00018693,NaN,NaN,1,NaN,NaN
WBGene00018694,1,NaN,NaN,NaN,NaN
WBGene00018696,1,NaN,NaN,NaN,NaN
WBGene00018702,1,NaN,NaN,NaN,NaN
WBGene00018706,1,NaN,NaN,NaN,NaN
WBGene00018707,1,NaN,NaN,NaN,NaN
WBGene00018708,1,NaN,NaN,NaN,NaN
WBGene00018709,1,NaN,NaN,NaN,NaN
WBGene00018713,1,NaN,NaN,NaN,NaN
WBGene00018715,NaN,1,NaN,NaN,NaN
WBGene00018718,1,NaN,NaN,NaN,NaN
WBGene00018724,NaN,1,NaN,NaN,NaN
WBGene00018725,NaN,1,NaN,NaN,NaN
WBGene00018726,1,NaN,NaN,NaN,NaN
WBGene00018727,1,NaN,NaN,NaN,NaN
WBGene00018729,NaN,1,NaN,NaN,NaN
WBGene00018730,NaN,1,NaN,NaN,NaN
WBGene00018731,NaN,1,NaN,NaN,NaN
WBGene00018732,NaN,1,NaN,NaN,NaN
WBGene00018736,1,NaN,NaN,NaN,NaN
WBGene00018737,1,NaN,NaN,NaN,NaN
WBGene00018738,1,NaN,NaN,NaN,NaN
WBGene00018741,1,NaN,NaN,NaN,NaN
WBGene00018747,1,NaN,NaN,NaN,NaN
WBGene00018748,1,NaN,NaN,NaN,NaN
WBGene00018751,NaN,NaN,1,NaN,NaN
WBGene00018752,NaN,NaN,1,NaN,NaN
WBGene00018754,NaN,1,NaN,NaN,NaN
WBGene00018759,NaN,NaN,1,NaN,NaN
WBGene00018770,NaN,NaN,1,NaN,NaN
WBGene00018779,1,NaN,NaN,NaN,NaN
WBGene00018789,1,NaN,NaN,NaN,NaN
WBGene00018791,1,NaN,NaN,NaN,NaN
WBGene00018792,NaN,1,NaN,NaN,NaN
WBGene00018809,NaN,1,NaN,NaN,NaN
WBGene00018810,NaN,1,NaN,NaN,NaN
WBGene00018816,NaN,1,NaN,NaN,NaN
WBGene00018820,NaN,1,NaN,NaN,NaN
WBGene00018822,NaN,1,NaN,NaN,NaN
WBGene00018824,NaN,1,NaN,NaN,NaN
WBGene00018825,NaN,1,NaN,NaN,NaN
WBGene00018834,NaN,NaN,1,NaN,NaN
WBGene00018844,NaN,1,NaN,NaN,NaN
WBGene00018855,NaN,1,NaN,NaN,NaN
WBGene00018859,1,NaN,NaN,NaN,NaN
WBGene00018861,1,NaN,NaN,NaN,NaN
WBGene00018868,NaN,NaN,1,NaN,NaN
WBGene00018870,NaN,1,NaN,NaN,NaN
WBGene00018873,NaN,1,NaN,NaN,NaN
WBGene00018874,NaN,1,NaN,NaN,NaN
WBGene00018875,NaN,NaN,1,NaN,NaN
WBGene00018876,NaN,NaN,1,NaN,NaN
WBGene00018879,1,NaN,NaN,NaN,NaN
WBGene00018880,1,NaN,NaN,NaN,NaN
WBGene00018881,NaN,NaN,1,NaN,NaN
WBGene00018882,NaN,NaN,1,NaN,NaN
WBGene00018884,NaN,NaN,1,NaN,NaN
WBGene00018885,1,NaN,NaN,NaN,NaN
WBGene00018888,NaN,NaN,1,NaN,NaN
WBGene00018899,NaN,1,NaN,NaN,NaN
WBGene00018906,1,NaN,NaN,NaN,NaN
WBGene00018910,NaN,1,NaN,NaN,NaN
WBGene00018911,1,NaN,NaN,NaN,NaN
WBGene00018912,1,NaN,NaN,NaN,NaN
WBGene00018913,1,NaN,NaN,NaN,NaN
WBGene00018914,1,NaN,NaN,NaN,NaN
WBGene00018915,NaN,1,NaN,NaN,NaN
WBGene00018917,NaN,1,NaN,NaN,NaN
WBGene00018918,NaN,1,NaN,NaN,NaN
WBGene00018919,NaN,1,NaN,NaN,NaN
WBGene00018920,NaN,1,NaN,NaN,NaN
WBGene00018924,NaN,1,NaN,NaN,NaN
WBGene00018927,NaN,NaN,1,NaN,NaN
WBGene00018937,NaN,1,NaN,NaN,NaN
WBGene00018938,NaN,NaN,1,NaN,NaN
WBGene00018939,NaN,1,NaN,NaN,NaN
WBGene00018940,NaN,NaN,1,NaN,NaN
WBGene00018941,NaN,NaN,1,NaN,NaN
WBGene00018942,NaN,NaN,1,NaN,NaN
WBGene00018944,NaN,NaN,1,NaN,NaN
WBGene00018945,NaN,NaN,1,NaN,NaN
WBGene00018949,NaN,1,NaN,NaN,NaN
WBGene00018951,1,NaN,NaN,NaN,NaN
WBGene00018968,NaN,NaN,1,NaN,NaN
WBGene00018969,1,NaN,NaN,NaN,NaN
WBGene00018970,NaN,1,NaN,NaN,NaN
WBGene00018972,NaN,1,NaN,NaN,NaN
WBGene00018973,NaN,1,NaN,NaN,NaN
WBGene00018978,NaN,1,NaN,NaN,NaN
WBGene00018979,NaN,1,NaN,NaN,NaN
WBGene00018981,NaN,NaN,1,NaN,NaN
WBGene00018982,1,NaN,NaN,NaN,NaN
WBGene00018985,1,NaN,NaN,NaN,NaN
WBGene00018986,1,NaN,NaN,NaN,NaN
WBGene00018988,NaN,1,NaN,NaN,NaN
WBGene00018994,NaN,1,NaN,NaN,NaN
WBGene00019014,NaN,1,NaN,NaN,NaN
WBGene00019016,NaN,1,NaN,NaN,NaN
WBGene00019018,1,NaN,NaN,NaN,NaN
WBGene00019019,1,NaN,NaN,NaN,NaN
WBGene00019020,1,NaN,NaN,NaN,NaN
WBGene00019021,1,NaN,NaN,NaN,NaN
WBGene00019022,1,NaN,NaN,NaN,NaN
WBGene00019023,1,NaN,NaN,NaN,NaN
WBGene00019025,NaN,1,NaN,NaN,NaN
WBGene00019027,NaN,1,NaN,NaN,NaN
WBGene00019028,NaN,1,NaN,NaN,NaN
WBGene00019029,1,NaN,NaN,NaN,NaN
WBGene00019036,NaN,1,NaN,NaN,NaN
WBGene00019038,NaN,1,NaN,NaN,NaN
WBGene00019046,NaN,1,NaN,NaN,NaN
WBGene00019048,NaN,1,NaN,NaN,NaN
WBGene00019049,NaN,NaN,1,NaN,NaN
WBGene00019051,NaN,1,NaN,NaN,NaN
WBGene00019052,NaN,NaN,1,NaN,NaN
WBGene00019053,NaN,1,NaN,NaN,NaN
WBGene00019054,NaN,1,NaN,NaN,NaN
WBGene00019057,NaN,1,NaN,NaN,NaN
WBGene00019058,NaN,1,NaN,NaN,NaN
WBGene00019059,1,NaN,NaN,NaN,NaN
WBGene00019065,NaN,1,NaN,NaN,NaN
WBGene00019066,NaN,1,NaN,NaN,NaN
WBGene00019067,1,NaN,NaN,NaN,NaN
WBGene00019072,NaN,1,NaN,NaN,NaN
WBGene00019073,NaN,1,NaN,NaN,NaN
WBGene00019078,NaN,NaN,1,NaN,NaN
WBGene00019080,NaN,1,NaN,NaN,NaN
WBGene00019083,NaN,NaN,1,NaN,NaN
WBGene00019089,NaN,1,NaN,NaN,NaN
WBGene00019090,NaN,1,NaN,NaN,NaN
WBGene00019097,1,NaN,NaN,NaN,NaN
WBGene00019098,NaN,1,NaN,NaN,NaN
WBGene00019099,NaN,1,NaN,NaN,NaN
WBGene00019104,1,NaN,NaN,NaN,NaN
WBGene00019105,1,NaN,NaN,NaN,NaN
WBGene00019106,NaN,1,NaN,NaN,NaN
WBGene00019107,NaN,1,NaN,NaN,NaN
WBGene00019109,1,NaN,NaN,NaN,NaN
WBGene00019111,NaN,1,NaN,NaN,NaN
WBGene00019112,NaN,1,NaN,NaN,NaN
WBGene00019113,NaN,1,NaN,NaN,NaN
WBGene00019115,NaN,1,NaN,NaN,NaN
WBGene00019123,NaN,1,NaN,NaN,NaN
WBGene00019128,1,NaN,NaN,NaN,NaN
WBGene00019134,NaN,NaN,1,NaN,NaN
WBGene00019136,1,NaN,NaN,NaN,NaN
WBGene00019137,NaN,NaN,1,NaN,NaN
WBGene00019144,1,NaN,NaN,NaN,NaN
WBGene00019145,NaN,1,NaN,NaN,NaN
WBGene00019148,1,NaN,NaN,NaN,NaN
WBGene00019149,NaN,1,NaN,NaN,NaN
WBGene00019152,NaN,1,NaN,NaN,NaN
WBGene00019156,NaN,1,NaN,NaN,NaN
WBGene00019160,1,NaN,NaN,NaN,NaN
WBGene00019164,1,NaN,NaN,NaN,NaN
WBGene00019169,NaN,1,NaN,NaN,NaN
WBGene00019171,NaN,NaN,1,NaN,NaN
WBGene00019177,NaN,1,NaN,NaN,NaN
WBGene00019178,1,NaN,NaN,NaN,NaN
WBGene00019179,1,NaN,NaN,NaN,NaN
WBGene00019180,1,NaN,NaN,NaN,NaN
WBGene00019181,NaN,1,NaN,NaN,NaN
WBGene00019183,1,NaN,NaN,NaN,NaN
WBGene00019185,1,NaN,NaN,NaN,NaN
WBGene00019186,NaN,1,NaN,NaN,NaN
WBGene00019191,NaN,NaN,1,NaN,NaN
WBGene00019192,NaN,1,NaN,NaN,NaN
WBGene00019193,NaN,NaN,1,NaN,NaN
WBGene00019202,NaN,1,NaN,NaN,NaN
WBGene00019203,1,NaN,NaN,NaN,NaN
WBGene00019214,NaN,1,NaN,NaN,NaN
WBGene00019215,NaN,1,NaN,NaN,NaN
WBGene00019222,NaN,1,NaN,NaN,NaN
WBGene00019224,1,NaN,NaN,NaN,NaN
WBGene00019226,NaN,1,NaN,NaN,NaN
WBGene00019227,1,NaN,NaN,NaN,NaN
WBGene00019228,1,NaN,NaN,NaN,NaN
WBGene00019231,1,NaN,NaN,NaN,NaN
WBGene00019232,1,NaN,NaN,NaN,NaN
WBGene00019233,1,NaN,NaN,NaN,NaN
WBGene00019234,1,NaN,NaN,NaN,NaN
WBGene00019235,1,NaN,NaN,NaN,NaN
WBGene00019236,1,NaN,NaN,NaN,NaN
WBGene00019242,NaN,1,NaN,NaN,NaN
WBGene00019251,NaN,NaN,1,NaN,NaN
WBGene00019253,NaN,1,NaN,NaN,NaN
WBGene00019262,NaN,1,NaN,NaN,NaN
WBGene00019263,1,NaN,NaN,NaN,NaN
WBGene00019265,NaN,1,NaN,NaN,NaN
WBGene00019268,NaN,1,NaN,NaN,NaN
WBGene00019269,NaN,1,NaN,NaN,NaN
WBGene00019273,NaN,1,NaN,NaN,NaN
WBGene00019278,NaN,1,NaN,NaN,NaN
WBGene00019283,NaN,1,NaN,NaN,NaN
WBGene00019284,1,NaN,NaN,NaN,NaN
WBGene00019285,1,NaN,NaN,NaN,NaN
WBGene00019286,1,NaN,NaN,NaN,NaN
WBGene00019287,1,NaN,NaN,NaN,NaN
WBGene00019288,1,NaN,NaN,NaN,NaN
WBGene00019292,NaN,1,NaN,NaN,NaN
WBGene00019293,NaN,1,NaN,NaN,NaN
WBGene00019297,NaN,NaN,1,NaN,NaN
WBGene00019299,NaN,1,NaN,NaN,NaN
WBGene00019306,1,NaN,NaN,NaN,NaN
WBGene00019312,NaN,NaN,1,NaN,NaN
WBGene00019314,1,NaN,NaN,NaN,NaN
WBGene00019315,NaN,1,NaN,NaN,NaN
WBGene00019318,1,NaN,NaN,NaN,NaN
WBGene00019319,1,NaN,NaN,NaN,NaN
WBGene00019321,NaN,1,NaN,NaN,NaN
WBGene00019324,1,NaN,NaN,NaN,NaN
WBGene00019328,1,NaN,NaN,NaN,NaN
WBGene00019332,NaN,1,NaN,NaN,NaN
WBGene00019335,NaN,1,NaN,NaN,NaN
WBGene00019338,NaN,1,NaN,NaN,NaN
WBGene00019339,NaN,1,NaN,NaN,NaN
WBGene00019342,NaN,1,NaN,NaN,NaN
WBGene00019346,1,NaN,NaN,NaN,NaN
WBGene00019349,1,NaN,NaN,NaN,NaN
WBGene00019352,1,NaN,NaN,NaN,NaN
WBGene00019355,NaN,1,NaN,NaN,NaN
WBGene00019359,NaN,NaN,1,NaN,NaN
WBGene00019364,1,NaN,NaN,NaN,NaN
WBGene00019367,1,NaN,NaN,NaN,NaN
WBGene00019371,NaN,NaN,1,NaN,NaN
WBGene00019373,NaN,1,NaN,NaN,NaN
WBGene00019374,NaN,1,NaN,NaN,NaN
WBGene00019375,NaN,NaN,1,NaN,NaN
WBGene00019376,1,NaN,NaN,NaN,NaN
WBGene00019382,1,NaN,NaN,NaN,NaN
WBGene00019383,1,NaN,NaN,NaN,NaN
WBGene00019384,NaN,NaN,1,NaN,NaN
WBGene00019386,NaN,1,NaN,NaN,NaN
WBGene00019388,NaN,1,NaN,NaN,NaN
WBGene00019389,NaN,1,NaN,NaN,NaN
WBGene00019390,NaN,1,NaN,NaN,NaN
WBGene00019392,NaN,1,NaN,NaN,NaN
WBGene00019393,NaN,1,NaN,NaN,NaN
WBGene00019404,NaN,1,NaN,NaN,NaN
WBGene00019407,1,NaN,NaN,NaN,NaN
WBGene00019411,1,NaN,NaN,NaN,NaN
WBGene00019421,NaN,1,NaN,NaN,NaN
WBGene00019422,NaN,1,NaN,NaN,NaN
WBGene00019423,NaN,NaN,1,NaN,NaN
WBGene00019424,1,NaN,NaN,NaN,NaN
WBGene00019426,1,NaN,NaN,NaN,NaN
WBGene00019437,NaN,1,NaN,NaN,NaN
WBGene00019438,1,NaN,NaN,NaN,NaN
WBGene00019442,NaN,1,NaN,NaN,NaN
WBGene00019443,NaN,NaN,1,NaN,NaN
WBGene00019444,1,NaN,NaN,NaN,NaN
WBGene00019445,1,NaN,NaN,NaN,NaN
WBGene00019449,NaN,1,NaN,NaN,NaN
WBGene00019450,1,NaN,NaN,NaN,NaN
WBGene00019451,1,NaN,NaN,NaN,NaN
WBGene00019452,NaN,1,NaN,NaN,NaN
WBGene00019453,1,NaN,NaN,NaN,NaN
WBGene00019454,1,NaN,NaN,NaN,NaN
WBGene00019455,NaN,1,NaN,NaN,NaN
WBGene00019461,1,NaN,NaN,NaN,NaN
WBGene00019470,NaN,1,NaN,NaN,NaN
WBGene00019471,NaN,1,NaN,NaN,NaN
WBGene00019473,NaN,1,NaN,NaN,NaN
WBGene00019476,NaN,1,NaN,NaN,NaN
WBGene00019478,1,NaN,NaN,NaN,NaN
WBGene00019482,1,NaN,NaN,NaN,NaN
WBGene00019484,NaN,1,NaN,NaN,NaN
WBGene00019485,NaN,1,NaN,NaN,NaN
WBGene00019489,1,NaN,NaN,NaN,NaN
WBGene00019494,NaN,NaN,1,NaN,NaN
WBGene00019495,NaN,NaN,1,NaN,NaN
WBGene00019497,1,NaN,NaN,NaN,NaN
WBGene00019501,NaN,NaN,1,NaN,NaN
WBGene00019502,NaN,NaN,1,NaN,NaN
WBGene00019514,NaN,1,NaN,NaN,NaN
WBGene00019515,1,NaN,NaN,NaN,NaN
WBGene00019516,1,NaN,NaN,NaN,NaN
WBGene00019518,1,NaN,NaN,NaN,NaN
WBGene00019519,1,NaN,NaN,NaN,NaN
WBGene00019520,1,NaN,NaN,NaN,NaN
WBGene00019524,NaN,1,NaN,NaN,NaN
WBGene00019525,1,NaN,NaN,NaN,NaN
WBGene00019526,NaN,1,NaN,NaN,NaN
WBGene00019527,1,NaN,NaN,NaN,NaN
WBGene00019533,NaN,1,NaN,NaN,NaN
WBGene00019545,1,NaN,NaN,NaN,NaN
WBGene00019547,1,NaN,NaN,NaN,NaN
WBGene00019550,1,NaN,NaN,NaN,NaN
WBGene00019551,NaN,NaN,1,NaN,NaN
WBGene00019552,NaN,NaN,1,NaN,NaN
WBGene00019553,NaN,NaN,1,NaN,NaN
WBGene00019557,NaN,1,NaN,NaN,NaN
WBGene00019558,NaN,1,NaN,NaN,NaN
WBGene00019559,NaN,1,NaN,NaN,NaN
WBGene00019560,1,NaN,NaN,NaN,NaN
WBGene00019561,NaN,1,NaN,NaN,NaN
WBGene00019562,NaN,1,NaN,NaN,NaN
WBGene00019563,NaN,1,NaN,NaN,NaN
WBGene00019565,NaN,1,NaN,NaN,NaN
WBGene00019566,NaN,1,NaN,NaN,NaN
WBGene00019567,NaN,1,NaN,NaN,NaN
WBGene00019570,1,NaN,NaN,NaN,NaN
WBGene00019571,NaN,1,NaN,NaN,NaN
WBGene00019572,1,NaN,NaN,NaN,NaN
WBGene00019579,1,NaN,NaN,NaN,NaN
WBGene00019582,NaN,NaN,1,NaN,NaN
WBGene00019583,NaN,NaN,1,NaN,NaN
WBGene00019587,NaN,1,NaN,NaN,NaN
WBGene00019590,1,NaN,NaN,NaN,NaN
WBGene00019601,NaN,1,NaN,NaN,NaN
WBGene00019602,NaN,NaN,1,NaN,NaN
WBGene00019603,NaN,1,NaN,NaN,NaN
WBGene00019604,1,NaN,NaN,NaN,NaN
WBGene00019609,1,NaN,NaN,NaN,NaN
WBGene00019613,NaN,1,NaN,NaN,NaN
WBGene00019614,1,NaN,NaN,NaN,NaN
WBGene00019616,1,NaN,NaN,NaN,NaN
WBGene00019618,NaN,1,NaN,NaN,NaN
WBGene00019621,NaN,NaN,1,NaN,NaN
WBGene00019622,NaN,NaN,1,NaN,NaN
WBGene00019623,NaN,1,NaN,NaN,NaN
WBGene00019625,NaN,1,NaN,NaN,NaN
WBGene00019640,1,NaN,NaN,NaN,NaN
WBGene00019641,1,NaN,NaN,NaN,NaN
WBGene00019646,1,NaN,NaN,NaN,NaN
WBGene00019648,NaN,1,NaN,NaN,NaN
WBGene00019649,1,NaN,NaN,NaN,NaN
WBGene00019652,1,NaN,NaN,NaN,NaN
WBGene00019653,1,NaN,NaN,NaN,NaN
WBGene00019654,1,NaN,NaN,NaN,NaN
WBGene00019655,1,NaN,NaN,NaN,NaN
WBGene00019659,NaN,1,NaN,NaN,NaN
WBGene00019662,1,NaN,NaN,NaN,NaN
WBGene00019668,1,NaN,NaN,NaN,NaN
WBGene00019670,NaN,NaN,1,NaN,NaN
WBGene00019674,1,NaN,NaN,NaN,NaN
WBGene00019675,1,NaN,NaN,NaN,NaN
WBGene00019676,NaN,1,NaN,NaN,NaN
WBGene00019684,NaN,NaN,1,NaN,NaN
WBGene00019685,NaN,1,NaN,NaN,NaN
WBGene00019688,NaN,NaN,1,NaN,NaN
WBGene00019689,NaN,1,NaN,NaN,NaN
WBGene00019691,1,NaN,NaN,NaN,NaN
WBGene00019709,NaN,1,NaN,NaN,NaN
WBGene00019714,NaN,NaN,1,NaN,NaN
WBGene00019717,1,NaN,NaN,NaN,NaN
WBGene00019718,1,NaN,NaN,NaN,NaN
WBGene00019721,1,NaN,NaN,NaN,NaN
WBGene00019722,NaN,1,NaN,NaN,NaN
WBGene00019727,1,NaN,NaN,NaN,NaN
WBGene00019728,NaN,NaN,1,NaN,NaN
WBGene00019731,1,NaN,NaN,NaN,NaN
WBGene00019732,NaN,NaN,1,NaN,NaN
WBGene00019736,1,NaN,NaN,NaN,NaN
WBGene00019737,NaN,NaN,1,NaN,NaN
WBGene00019740,1,NaN,NaN,NaN,NaN
WBGene00019741,NaN,1,NaN,NaN,NaN
WBGene00019742,NaN,1,NaN,NaN,NaN
WBGene00019745,NaN,1,NaN,NaN,NaN
WBGene00019746,1,NaN,NaN,NaN,NaN
WBGene00019750,NaN,1,NaN,NaN,NaN
WBGene00019751,1,NaN,NaN,NaN,NaN
WBGene00019756,1,NaN,NaN,NaN,NaN
WBGene00019758,NaN,NaN,1,NaN,NaN
WBGene00019759,1,NaN,NaN,NaN,NaN
WBGene00019764,1,NaN,NaN,NaN,NaN
WBGene00019765,NaN,1,NaN,NaN,NaN
WBGene00019772,NaN,1,NaN,NaN,NaN
WBGene00019780,1,NaN,NaN,NaN,NaN
WBGene00019788,NaN,NaN,1,NaN,NaN
WBGene00019791,NaN,1,NaN,NaN,NaN
WBGene00019793,NaN,NaN,1,NaN,NaN
WBGene00019804,NaN,NaN,1,NaN,NaN
WBGene00019809,NaN,NaN,1,NaN,NaN
WBGene00019818,1,NaN,NaN,NaN,NaN
WBGene00019826,NaN,1,NaN,NaN,NaN
WBGene00019835,NaN,NaN,1,NaN,NaN
WBGene00019837,1,NaN,NaN,NaN,NaN
WBGene00019839,1,NaN,NaN,NaN,NaN
WBGene00019840,NaN,1,NaN,NaN,NaN
WBGene00019843,NaN,1,NaN,NaN,NaN
WBGene00019845,NaN,1,NaN,NaN,NaN
WBGene00019846,1,NaN,NaN,NaN,NaN
WBGene00019849,NaN,1,NaN,NaN,NaN
WBGene00019850,1,NaN,NaN,NaN,NaN
WBGene00019851,1,NaN,NaN,NaN,NaN
WBGene00019856,NaN,1,NaN,NaN,NaN
WBGene00019857,NaN,1,NaN,NaN,NaN
WBGene00019859,1,NaN,NaN,NaN,NaN
WBGene00019861,NaN,1,NaN,NaN,NaN
WBGene00019868,1,NaN,NaN,NaN,NaN
WBGene00019870,1,NaN,NaN,NaN,NaN
WBGene00019874,NaN,1,NaN,NaN,NaN
WBGene00019879,1,NaN,NaN,NaN,NaN
WBGene00019880,1,NaN,NaN,NaN,NaN
WBGene00019886,1,NaN,NaN,NaN,NaN
WBGene00019891,NaN,1,NaN,NaN,NaN
WBGene00019896,1,NaN,NaN,NaN,NaN
WBGene00019901,1,NaN,NaN,NaN,NaN
WBGene00019904,1,NaN,NaN,NaN,NaN
WBGene00019916,NaN,NaN,1,NaN,NaN
WBGene00019917,1,NaN,NaN,NaN,NaN
WBGene00019926,NaN,1,NaN,NaN,NaN
WBGene00019930,NaN,NaN,1,NaN,NaN
WBGene00019931,NaN,1,NaN,NaN,NaN
WBGene00019932,NaN,1,NaN,NaN,NaN
WBGene00019933,NaN,1,NaN,NaN,NaN
WBGene00019939,1,NaN,NaN,NaN,NaN
WBGene00019945,NaN,NaN,1,NaN,NaN
WBGene00019948,NaN,1,NaN,NaN,NaN
WBGene00019954,NaN,NaN,1,NaN,NaN
WBGene00019956,NaN,1,NaN,NaN,NaN
WBGene00019961,1,NaN,NaN,NaN,NaN
WBGene00019966,1,NaN,NaN,NaN,NaN
WBGene00019968,1,NaN,NaN,NaN,NaN
WBGene00019969,1,NaN,NaN,NaN,NaN
WBGene00019970,1,NaN,NaN,NaN,NaN
WBGene00019975,NaN,1,NaN,NaN,NaN
WBGene00019977,1,NaN,NaN,NaN,NaN
WBGene00019978,NaN,1,NaN,NaN,NaN
WBGene00019979,1,NaN,NaN,NaN,NaN
WBGene00019981,NaN,1,NaN,NaN,NaN
WBGene00019988,NaN,1,NaN,NaN,NaN
WBGene00019992,NaN,NaN,1,NaN,NaN
WBGene00019998,NaN,1,NaN,NaN,NaN
WBGene00019999,1,NaN,NaN,NaN,NaN
WBGene00020009,1,NaN,NaN,NaN,NaN
WBGene00020010,1,NaN,NaN,NaN,NaN
WBGene00020013,NaN,1,NaN,NaN,NaN
WBGene00020014,1,NaN,NaN,NaN,NaN
WBGene00020015,NaN,1,NaN,NaN,NaN
WBGene00020016,1,NaN,NaN,NaN,NaN
WBGene00020017,1,NaN,NaN,NaN,NaN
WBGene00020021,NaN,NaN,1,NaN,NaN
WBGene00020024,NaN,NaN,1,NaN,NaN
WBGene00020032,NaN,NaN,1,NaN,NaN
WBGene00020033,1,NaN,NaN,NaN,NaN
WBGene00020039,1,NaN,NaN,NaN,NaN
WBGene00020040,NaN,1,NaN,NaN,NaN
WBGene00020041,NaN,NaN,1,NaN,NaN
WBGene00020043,NaN,1,NaN,NaN,NaN
WBGene00020044,NaN,NaN,1,NaN,NaN
WBGene00020046,1,NaN,NaN,NaN,NaN
WBGene00020047,1,NaN,NaN,NaN,NaN
WBGene00020048,1,NaN,NaN,NaN,NaN
WBGene00020049,1,NaN,NaN,NaN,NaN
WBGene00020052,1,NaN,NaN,NaN,NaN
